path,remote_url,status
/mnt/external/ai-repos/mnt/repos/repos/hostedaugur/hosted/25490/github.com,,missing_origin
/mnt/external/ai-repos/mnt/repos/repos/hostedaugur/hosted/10/github.com,,missing_origin
