
30951381, 151002, 191658
243426196, 39032, 195643
63537249, 36528, 289867
621092763, 39546, 196184
11293703, 289949, 291214
477260084, 39407, 196025
358917318, 39266, 286662
232183960, 40747, 229197
281765424, 50998, 241593
595148158, 39518, 286937
615489438, 39535, 196173
614704389, 39530, 196168
615489565, 39536, 196174
233793588, 165689, 56307
337766689, 56310, 165692
425674658, 139277, 232453
401315054, 288609, 292083
449235004, 165696, 56314
539157164, 52764, 162349
526148759, 52691, 162276
587965862, 53002, 162597
47988358, 53204, 231183
12017151, 53198, 163293
230279240, 53216, 232324
9131292, 36439, 261018
632670142, 53180, 162814
315439189, 51297, 160882
27500243, 53553, 293027
414619400, 25430, 41017
108511087, 38405, 285786
576041689, 47542, 201532
73847381, 54041, 289389
440648080, 55398, 156611
102874853, 57754, 134770
758600264, 244334, 163288
262422450, 57782, 134570
116926792, 38556, 285937
116926793, 38557, 285938
326477608, 57784, 189834
472686270, 128647, 283684
2228226, 132142, 132855
26552706, 138639, 230854
27605383, 138641, 230869
121799175, 138685, 231880
289783852, 39149, 195763
585068027, 39509, 196143
108511091, 38408, 285789
614190527, 39528, 196166
19442260, 289685, 292796
21802784, 289747, 292493
516457892, 52632, 243225
579823098, 39505, 196139
116926787, 38555, 285936
132650038, 138692, 231942
153466151, 138707, 232080
299179746, 203104, 292538
153466524, 138708, 232081
464935169, 257479, 260768
140378099, 138694, 231994
108511089, 38406, 285787
154689304, 138710, 232086
154689518, 138711, 232087
148253888, 138704, 232043
487011313, 40887, 229334
371122243, 51703, 161286
516436627, 52630, 243223
456706338, 52266, 242854
318638620, 51325, 241920
639956125, 126415, 281428
117544837, 289045, 293149
73517594, 138663, 231509
566810116, 131491, 146126
123977024, 138687, 231892
20893538, 138636, 230745
89524221, 138670, 231649
598273496, 129848, 283945
106504230, 138678, 231763
655655502, 131560, 146186
2198510, 37285, 193886
249845293, 50665, 270660
551612451, 52825, 162410
379189526, 51789, 242379
400234949, 128888, 144587
226203867, 139261, 232314
48273720, 37796, 194398
315695320, 139026, 232429
2048781, 289269, 294032
361912513, 139028, 232438
207645083, 289904, 292186
175495462, 138724, 232173
156885234, 138712, 232102
103283288, 125882, 280919
632487087, 138830, 232469
546293444, 139042, 232464
258640371, 139262, 232365
420042651, 138797, 232451
308595432, 138770, 232416
170921132, 138720, 232159
213412981, 138741, 232294
224441644, 138746, 232311
267477204, 138754, 232376
308584027, 138768, 232415
311261462, 138772, 232419
353534754, 138779, 232437
438397086, 138801, 232456
105323559, 46098, 287981
495984099, 138807, 232461
564283596, 47522, 249774
603199656, 47590, 249842
616650629, 47604, 249861
614057991, 47598, 249853
561875767, 138816, 232466
26877260, 47728, 288978
606945663, 53083, 249844
385603049, 139031, 232445
318640052, 51326, 241921
585255272, 139050, 232467
353382448, 128883, 144582
400238896, 128889, 144588
400239263, 128890, 144589
160258945, 139257, 232111
447053791, 232457, 138804
637904093, 53189, 243845
565918748, 39485, 196117
269203558, 39101, 286495
618110846, 55707, 156925
50613991, 139311, 290552
433702327, 139278, 232455
378111793, 139273, 232443
38723660, 151339, 291532
19872456, 36649, 289011
543456007, 139289, 232463
105711679, 287982, 289830
528728573, 139288, 232462
306426878, 139871, 232412
108462822, 140424, 293078
143733995, 151401, 288469
604784917, 128659, 283696
290834913, 46901, 249175
219058535, 150633, 291584
67828134, 291895, 288898
459889549, 52292, 161873
58767451, 151354, 288990
638659710, 47629, 249891
92637467, 151370, 291131
627965891, 47619, 249878
218147099, 50389, 159979
682178126, 157020, 254800
505591815, 162160, 52576
676195998, 162996, 273395
494107715, 39420, 286821
188779637, 36598, 38882
729043504, 163211, 244238
624494421, 149077, 128320
549132713, 163331, 53237
94593596, 165423, 292763
6443435, 191160, 288931
138544269, 191168, 291732
168629414, 191198, 288839
113106184, 165440, 290745
43723161, 191138, 292315
517572679, 166067, 56459
67828134, 191139, 288898
104253824, 189828, 78169
175066331, 190485, 57633
471728341, 36237, 267619
472940552, 189850, 57789
202483348, 38933, 195540
11008207, 191131, 293039
54994103, 36022, 293144
120650407, 191147, 290817
171396748, 191156, 292879
92313258, 191164, 289770
162945532, 191180, 289059
731057031, 163218, 244247
69618902, 48477, 292199
86740149, 191158, 293547
37743436, 191165, 289587
109162639, 191167, 291899
306976345, 36783, 289951
147886080, 191176, 291404
33429211, 191177, 293787
42455934, 36780, 294026
28366058, 191185, 288708
177068961, 191192, 292444
40916314, 191211, 289032
371786808, 191232, 47113
157133149, 191253, 202127
577731757, 190320, 55979
50365232, 191259, 289654
155893691, 191261, 293364
92313258, 294009, 289770
460579961, 191267, 202889
145153231, 191273, 290840
175095528, 191285, 289792
531019817, 196078, 286860
5179099, 191506, 288809
33293613, 191510, 291685
407831273, 191517, 291613
154606109, 195334, 38735
195791429, 195519, 38912
437738945, 195981, 39363
489596660, 196032, 39414
510653879, 196058, 286840
501159254, 196046, 286828
541385487, 196085, 39456
589510868, 196149, 286931
615488773, 196169, 39531
615488984, 196170, 39532
203602747, 203692, 292012
117291995, 209169, 290371
615489092, 196171, 39533
615489251, 196172, 39534
743651128, 196279, 287063
615489839, 196175, 39537
615490156, 196177, 39539
615490022, 196176, 39538
176729701, 201976, 293572
481171303, 202148, 290635
152135517, 201974, 292553
297068457, 202231, 288185
184296045, 202303, 289489
232616273, 202824, 289609
135177996, 209181, 293066
167426117, 232139, 138716
238977572, 202828, 288319
220316446, 138744, 232303
530730261, 203684, 292777
129179482, 203878, 289176
181033717, 203893, 290763
510654075, 196059, 286841
495471055, 139038, 232460
297835711, 203988, 289409
5425992, 204100, 291768
503422934, 204113, 204203
100982449, 204643, 290204
56550961, 204759, 289208
117291895, 209168, 288999
136059445, 209183, 293488
136060027, 209184, 293609
71133899, 204764, 287946
135176875, 209179, 288695
70888585, 205069, 292320
