
88211060, 205073, 290796
658928161, 127041, 282124
17494249, 288457, 293021
110608565, 205078, 288509
121693579, 138684, 231878
35685910, 138646, 231002
187930944, 138731, 232219
181765651, 49981, 159571
624378379, 165630, 57910
948148, 209162, 291879
147511063, 209191, 293869
127023611, 209172, 288654
146575720, 209190, 287971
127026401, 209173, 288569
129145101, 209175, 291498
146575135, 209189, 292824
54298946, 292916, 292046
135177170, 209180, 289382
465256329, 47317, 249574
33943153, 36032, 288924
327150268, 51367, 160952
37743436, 290696, 289587
135178463, 209182, 290642
144971858, 209188, 292927
637941279, 127037, 282120
583308362, 78413, 165869
276215618, 50944, 160529
147809547, 209192, 289408
148361798, 209195, 294107
564322471, 52893, 162481
605704403, 129042, 144612
43723161, 293640, 292315
37220301, 134001, 31301
148361999, 209196, 288521
720269251, 229433, 294912
181727342, 232199, 138728
247123640, 232343, 138753
313632854, 232424, 138773
313633196, 232425, 138774
295544240, 211360, 292736
294788780, 51139, 160723
421955245, 257419, 260708
243554746, 36540, 288734
519306236, 128951, 144597
76367175, 227659, 292450
127165447, 227661, 288203
348814491, 57509, 190070
26600640, 228890, 292785
36960293, 229852, 293782
462964826, 40880, 229327
511141524, 229345, 284461
132902462, 231946, 139255
214388104, 232296, 138743
378285855, 47122, 223397
738602396, 250083, 47028
51312632, 231278, 288525
584896949, 52979, 162572
108947856, 231781, 138681
132617673, 231941, 139254
188119258, 126875, 281958
656356384, 124518, 125583
140378345, 231995, 138695
350141611, 51545, 161129
559860292, 39474, 196106
784576989, 201817, 201815
75088956, 36331, 291325
515951203, 39438, 286846
108511090, 38407, 285788
583090385, 56878, 166027
173207060, 191234, 291751
102155012, 36746, 290972
629846235, 166071, 56463
182113299, 25508, 163564
153465794, 232079, 138706
192779991, 232235, 293165
109145553, 131616, 289190
154689031, 232085, 138709
177621305, 232184, 290863
29849956, 36775, 288559
592505297, 129038, 144608
549857084, 40909, 150700
496505424, 196042, 286824
202598805, 232269, 139259
412170632, 52016, 161598
278480393, 40773, 229220
313633674, 232426, 138775
341622608, 232435, 139269
366147404, 232439, 139271
423617720, 232452, 139035
11206255, 289248, 291727
238800969, 40752, 288286
548891532, 232465, 139044
614469809, 232468, 138819
687895806, 244399, 273441
39724995, 251456, 293449
309874357, 251803, 251795
580443474, 253014, 253003
7691631, 254070, 289570
20544129, 254071, 290154
31046054, 254072, 293689
12006203, 256625, 288988
729302588, 273633, 163214
777061082, 273785, 244378
20675636, 284978, 37594
108511085, 285785, 38404
633686625, 286977, 196194
644326260, 286984, 196201
262254362, 288054, 291357
554893, 288090, 290571
1283503, 288221, 290473
2169708, 288438, 288682
2167680, 288571, 291431
77187805, 288575, 289025
173762109, 288232, 288328
2871998, 288302, 289370
37038121, 288320, 292419
80946973, 288340, 291985
32238354, 288503, 288913
64431348, 288562, 290713
275035933, 288627, 294073
569462046, 288659, 288745
58809526, 288842, 292738
31558831, 289050, 293018
35248053, 289100, 292922
42766912, 289154, 292151
11393110, 289525, 292328
17192780, 289703, 294019
50365232, 289811, 289654
27945817, 289926, 293774
43020796, 290360, 292596
76992379, 290680, 291636
92022198, 288678, 291436
146725831, 289378, 291251
47453723, 289758, 293576
73640351, 290239, 293249
27038309, 290554, 291004
68573418, 290043, 290367
1680733, 290182, 292991
534940, 290127, 293275
109145553, 290357, 289190
31781950, 290581, 291971
73638221, 290690, 293159
263991304, 290849, 293703
177965234, 290787, 293423
7985040, 291106, 292289
55637575, 291375, 293465
140958903, 290928, 290981
16523712, 291405, 293395
211055969, 291609, 291715
123558994, 291774, 293269
32876186, 292586, 293248
5425992, 292871, 291768
15062869, 293755, 289714
23083156, 291667, 289627
1534331, 292409, 292645
5159166, 292519, 293338
6443435, 292833, 288931
35246620, 292092, 292475
1731413, 291689, 292858
33352201, 291816, 290918
259082019, 291886, 292625
68964263, 292605, 289776
161344658, 292642, 293705
23357588, 293143, 288592
795421, 293184, 293212
171396748, 294096, 292879
569462046, 293927, 288745
38135511, 294510, 40582
